,order_placed,order_price,order_quantity,past_taking_volume,past_making_volume,type_order,spread,deep_price,unweighted_price,micro_price,volume_weighted_price,inventory_bid,inventory_ask,imbalance,execution_1e-05,execution_0.0001,execution_0.001,execution_0.01,execution_0.1,execution_1,execution_full
0,0.4999999999999972,44564.4,21.022,0.011,0.4999999999999972,-1,0.09999999999854481,44564.45,44564.45,44564.49904358068,44564.40095641932,27.347999999999995,0.42400000000000004,0.00965655028065836,0,0,0,0,0,0,0
1,0.0010000000000012221,44564.4,21.023,0.011,0.5009999999999984,-1,0.09999999999854481,44564.45,44564.45,44564.4990482921,44564.40095170789,27.348999999999997,0.5840000000000001,0.009608523997526519,0,0,0,0,0,0,0
2,0.03300000000000125,44564.4,21.056,0.011,0.5339999999999997,-1,0.09999999999854481,44564.45,44564.45,44564.499049769496,44564.4009502305,26.883,1.084,0.009593465045592706,0,0,0,0,0,0,0
3,0.3039999999999985,44564.4,21.116,0.011,0.8379999999999982,-1,0.09999999999854481,44564.45,44564.45,44564.49947239495,44564.40052760506,26.966,0.917,0.005304034855086191,0,0,0,0,0,0,0
4,0.3999999999999986,44564.4,21.413,0.011,1.2379999999999969,-1,0.09999999999854481,44564.45,44564.45,44564.4994796748,44564.400520325216,27.263,0.917,0.005230467473030402,0,0,0,0,0,0,0
5,0.20700000000000074,44564.4,21.62,0.011,1.4449999999999976,-1,0.09999999999854481,44564.45,44564.45,44564.49948463096,44564.40051536905,27.376,0.917,0.005180388529139685,0,0,0,0,0,0,0
6,0.40000000000000213,44564.4,22.018,0.002,1.3440000000000012,-1,0.09999999999854481,44564.45,44564.45,44564.499462438456,44564.40053756155,27.774,0.998,0.005404668907257697,0,0,0,0,0,0,0
7,0.003999999999997783,44564.4,22.022,0.002,1.3149999999999977,-1,0.09999999999854481,44564.45,44564.45,44564.49946253556,44564.40053746443,27.778,1.021,0.00540368722186904,0,0,0,0,0,0,0
8,0.005000000000002558,44564.4,22.027,0.002,1.3200000000000003,-1,0.09999999999854481,44564.45,44564.45,44564.49946265691,44564.40053734309,27.783,1.021,0.005402460616516094,0,0,0,0,0,0,0
9,0.02499999999999858,44564.4,22.052,0.002,1.0410000000000004,-1,0.09999999999854481,44564.45,44564.45,44564.49944083694,44564.40055916306,27.808,1.0259999999999998,0.005623072737166697,0,0,0,0,0,0,0
10,0.39099999999999935,44564.4,22.441,0.004,1.4319999999999997,-1,0.09999999999854481,44564.45,44564.45,44564.4994504764,44564.400549523605,28.197,0.526,0.005525600463437459,0,0,0,0,0,0,0
11,0.0070000000000014495,44564.4,22.433,0.019000000000000003,0.8320000000000018,-1,0.09999999999854481,44564.7665,44564.45,44564.49976429778,44564.40023570222,28.189,0.88,0.0023625908260152453,0,0,0,0,0,0,0
12,1.8457457784393227e-15,44564.4,22.388,0.064,0.8320000000000037,-1,0.09999999999854481,44564.762500000004,44564.45,44564.49976382514,44564.400236174864,28.144000000000002,0.955,0.002367339646239056,0,0,0,0,0,0,0
13,0.0019999999999988916,44564.4,22.151,0.301,0.43000000000000266,-1,0.09999999999854481,44564.82800000001,44564.45,44564.499810751135,44564.40018924886,27.907,0.477,0.0018960769265495916,0,0,0,0,0,0,0
14,0.007999999999999119,44564.4,22.159,0.301,0.4329999999999992,-1,0.09999999999854481,44564.82800000001,44564.45,44564.499810819325,44564.40018918067,27.915,0.477,0.0018953923913534007,0,0,0,0,0,0,0
15,2.7209999999999983,44564.4,17.592,1.611,2.7309999999999963,-1,0.09999999999854481,44564.796500000004,44564.45,44564.49972223797,44564.40027776203,23.36,0.821,0.0027853569804456575,0,0,0,0,0,0,0
16,0.04100000000000037,44564.4,17.633,1.611,2.7719999999999967,-1,0.09999999999854481,44564.7975,44564.45,44564.49972852215,44564.40027147786,23.400999999999996,0.9269999999999999,0.0027221686610332902,0,0,0,0,0,0,0
17,6.539907504432563e-16,44564.4,15.771,1.625,2.771999999999997,-1,0.09999999999854481,44564.778999999995,44564.45,44564.49969026549,44564.40030973451,21.544,1.028,0.0031069684864624943,0,0,0,0,0,0,0
18,0.002000000000000668,44564.4,14.26,2.599,2.773999999999998,-1,0.09999999999854481,44564.674,44564.45,44564.49954624782,44564.40045375219,17.904999999999998,1.551,0.00455820476858345,0,0,0,0,0,0,0
19,0.008999999999999673,44564.4,14.267,2.601,2.7829999999999973,-1,0.09999999999854481,44564.674,44564.45,44564.499546469444,44564.400453530565,18.145999999999997,1.444,0.004555968318497232,0,0,0,0,0,0,0
20,0.002000000000000668,44564.4,14.269,2.601,2.775,-1,0.09999999999854481,44564.60249999999,44564.45,44564.49947019868,44564.40052980132,18.147999999999996,1.062,0.005326231691078561,0,0,0,0,0,0,0
21,0.391,44564.4,14.66,2.601,3.166,-1,0.09999999999854481,44564.60249999999,44564.45,44564.49948425624,44564.40051574376,18.538999999999998,1.062,0.005184174624829467,0,0,0,0,0,0,0
22,0.29100000000000037,44564.4,14.946,2.482,3.4570000000000007,-1,0.09999999999854481,44564.5505,44564.45,44564.49944111777,44564.40055888223,18.825,0.464,0.005620232838217584,0,0,0,0,0,0,0
23,0.034000000000000696,44564.4,14.98,1.23,3.4910000000000014,-1,0.09999999999854481,44564.557,44564.45,44564.49944898094,44564.400551019055,18.858999999999998,0.5970000000000001,0.0055407209612817095,0,0,0,0,0,0,0
24,0.006999999999999673,44564.4,14.987,1.23,3.498000000000001,-1,0.09999999999854481,44564.5375,44564.45,44564.49942944338,44564.40057055663,18.866,0.491,0.005738306532328017,0,0,0,0,0,0,0
